state,name,hs_grad_2016,homeownership_2010,age_under_5_2017,age_over_65_2017,female_2010,black_2017,white_not_hispanic_2017,per_capita_income_2017,median_household_income_2017,density_2010,poverty_2017,unemployment_rate_2016,median_age_2019
California,San Francisco County,87.5,37.5,4.5,14.9,49.3,2.64,40.84,58621.7,96265,17179.1,11.7,3.28,38.2
California,San Joaquin County,78,61.7,7.3,12,50.2,3.48,33.17,24243.22,57813,492.6,17.1,8.13,34.3
California,San Luis Obispo County,90.2,61.4,4.9,18.1,48.8,0.96,69.38,35033.07,67175,81.7,13.8,4.31,39.2
California,San Mateo County,88.6,61.1,5.9,15.1,50.8,1.22,39.92,52591.32,105667,1602.2,7.3,3.04,39.7
California,Santa Barbara County,80,54.1,6.4,14.3,49.8,0.94,45.31,33001.7,68023,155,15.4,5.06,33.8
California,Santa Clara County,87.1,59.2,6.3,12.6,49.8,1.26,32.56,48050.67,106761,1381,8.6,3.8,37.1
California,Santa Cruz County,86.4,59.6,5.4,14.2,50.1,0.44,57.82,37153.48,73663,589.4,14.7,6.97,37.8
California,Shasta County,90,66,5.9,19.4,50.8,0.56,80.44,26106.02,47258,46.9,18.1,6.97,41.5
California,Sierra County,89,80.1,3.7,26.4,49.2,0.07,86.97,29844.92,44190,3.4,12.3,7.62,54.8
California,Siskiyou County,88.6,65.2,5.2,23.4,50.1,0.78,77.16,24478.76,40884,7.2,20.7,8.5,47.8
California,Solano County,87.5,65.8,6.1,14.2,50.1,7.1,38.95,31587.5,72950,503,11.5,5.51,38.1
California,Sonoma County,87.2,62.4,5.2,17.4,50.8,0.78,63.84,37326.25,71769,307.1,10.7,3.98,42.1
California,Stanislaus County,77.6,62.1,7.3,12.3,50.5,1.41,43.35,23350.97,54260,344.2,17.2,8.62,34.1
California,Sutter County,79.2,61.8,6.9,14.6,50.4,1.03,47.33,24592.52,54347,157.3,16.7,9.82,35.7
California,Tehama County,82.9,65.1,6.1,18.5,50.2,0.3,69.22,22331.56,42512,21.5,20.9,7.12,41
California,Trinity County,90.7,73.5,4.4,25.5,48.4,0.4,82.81,22398.71,36563,4.3,19.9,7.09,52.5
California,Tulare County,68.2,59.3,8.6,10.7,49.9,0.78,29.51,18604.48,44871,91.7,27.1,11.18,31
California,Tuolumne County,89.7,70.2,4.5,24.1,47.2,0.9,80.83,33242.73,54325,24.9,13.6,6.22,48.4
California,Ventura County,83.5,66.4,6.2,14.1,50.3,0.87,46.13,34910.03,81972,446.7,10.3,5.22,38.1
California,Yolo County,85.6,54.1,5.8,11.5,51.2,1.25,47.53,30862.28,61621,197.9,19.4,5.9,31
California,Yuba County,82.1,59.8,8.1,11.6,49.6,1.66,56.29,22755.48,51776,114.2,18.5,8.64,32.8
Colorado,Adams County,82.2,68.4,7.5,9.6,49.7,1.61,51.09,26451.01,64087,378.2,12.2,3.57,33.8
Colorado,Alamosa County,83.8,63.2,6.8,12.5,49.9,1.25,48.63,20083.73,36315,21.4,27.8,4.04,31.8
Colorado,Arapahoe County,92.3,65.9,6.4,12,51,5.23,61.31,36307.2,69553,716.7,9.9,3.08,36.6
Colorado,Archuleta County,91.3,82.9,4.9,23.3,49.5,0.7,76.72,28826.79,48016,8.9,11.6,3.25,50.9
Colorado,Baca County,86.3,74.9,5.3,25.2,50.4,0.77,85.7,23550.69,35898,1.5,19.5,1.67,46
Colorado,Bent County,84.3,67.4,3.7,16.9,34.3,3.03,60.8,21741.28,32500,4.3,24.5,3.03,40.2
Colorado,Boulder County,94.5,63.9,4.8,12.6,49.8,0.43,78.16,42990.98,75669,405.6,13.1,2.66,36.6
Colorado,Broomfield County,96,74.4,5.8,12.5,50.4,0.56,77.61,44114.98,85639,1691.9,5.2,2.88,37.8
Colorado,Chaffee County,91.7,76.9,3.6,24.1,46.9,0.8,85.31,30400,53762,17.6,9.6,2.64,49.2
Colorado,Cheyenne County,90.6,80.5,8.9,12.8,50.4,0.02,80.02,23390.71,54907,1,11.8,2.22,39.4
Colorado,Clear Creek County,96.9,81.3,4.1,17.9,47.9,0.44,89.88,42389.95,68534,23,6.8,3.17,48.1
Colorado,Conejos County,84,75.7,7.2,17.5,50.4,0.24,43.93,18234.81,35657,6.4,21.1,4.85,38.8
Colorado,Costilla County,77,74.6,4.7,26.3,48.3,0.18,32.08,19705.63,29000,2.9,29.6,4.8,51.9
Colorado,Crowley County,82.8,74,3.2,13.3,27.9,2.15,62.37,13222.44,35292,7.4,24.6,3.52,35.4
Colorado,Custer County,91.7,80.5,3.1,33.5,48.4,1.24,89.72,25844.19,41330,5.8,15.7,3.12,59.7
Colorado,Delta County,88,74.3,5.1,24,49.6,0.58,81.62,25779.58,42487,27.1,16.5,4.9,47.3
Colorado,Denver County,86.3,52.5,6.4,11.2,50,4.75,53.61,38432.47,60098,3922.6,15.1,3.09,34.5
Colorado,Dolores County,90.9,78.3,3.6,24.4,48.5,0,91.3,23126.02,40352,1.9,14.1,3.92,48.8
Colorado,Douglas County,97.9,82.5,6.2,10.4,50.5,0.59,83.31,48499.64,111154,339.7,3.6,2.65,38.7
Colorado,Eagle County,88.8,65.3,5.9,9.4,46.7,0.43,67.31,36503.64,83803,31,7.7,2.73,37
Colorado,Elbert County,96.4,91.3,4.1,14.2,50,0.33,89.38,41879.35,92849,12.5,4.8,2.58,46.1
Colorado,El Paso County,94,66.6,6.9,11.8,50.2,3.07,69.91,30999.24,62535,292.6,11.1,3.74,34.2
Colorado,Fremont County,88.7,76.6,3.8,20.5,42.3,2.3,79.47,27846.26,44712,30.5,15.8,5.16,45.1
Colorado,Garfield County,86.9,67.5,7,11.4,48.4,0.2,68.64,30997.79,66503,19.1,9.6,3.48,36.5
Colorado,Gilpin County,98,71.8,4.1,15,47,0.29,86.17,44426.03,72544,36.3,5.6,2.38,49
Colorado,Grand County,95.7,76.9,3.9,15.7,46.6,0.19,86.86,30225.69,66489,8,13.1,2.68,42.9
Colorado,Gunnison County,95.3,59.1,4.6,11.8,45.8,0.23,87.41,28345.76,52651,4.7,14.1,2.29,34.5
Colorado,Hinsdale County,94.8,83.5,3.5,26.7,47.4,0,90.85,29233.78,53056,0.8,12,2.46,56.1
Colorado,Huerfano County,91.3,72.1,1,30.3,50.4,0.32,64.19,26082.41,35801,4.2,14.8,6.32,55
Colorado,Jackson County,87.8,72.3,6.5,21.3,47.2,0,74.85,24474.56,45994,0.9,12.8,2.69,51.6
Colorado,Jefferson County,94.1,71.9,5.3,15.1,50.4,0.55,78.66,40029.51,75170,699.5,7.8,2.94,40.3
Colorado,Kiowa County,92.9,66.6,10.8,21.3,50.9,0.29,88.01,23879.74,39250,0.8,10.6,2.01,42.5
Colorado,Kit Carson County,83.6,69.3,6.3,17.4,43.9,1.59,76.27,28366.67,45881,3.8,11.5,2.12,38.3
Colorado,Lake County,92.8,66.9,4.9,11.2,46.5,0.06,64.27,27513.57,46176,19.4,12.8,2.84,36.7
Colorado,La Plata County,94.8,69.1,5.1,15,49.1,0.25,79.04,33968.88,62533,30.3,9.6,2.86,40.4
Colorado,Larimer County,95.7,67.5,5.4,14.2,50.4,0.46,83.18,34727.24,64980,115.4,12.4,2.79,36
Colorado,Las Animas County,85.7,69.5,4.5,22.3,48.7,0.45,52.71,25698.58,40586,3.2,17,5.04,45.9
Colorado,Lincoln County,85.2,70.8,5.6,17.2,42.1,4.57,66.39,24639.08,44725,2.1,14,2.54,38
Colorado,Logan County,89.3,68.3,7.5,16.6,43.1,0.58,78.06,23183.14,44876,12.4,16.8,2.92,38.2
Colorado,Mesa County,89.9,72.3,5.9,17.3,50.3,0.37,81.76,27787.5,51971,44.1,16,5.3,39.7
Colorado,Mineral County,96.6,86.4,1.6,32.4,49.2,0.9,83.81,33153.73,50385,0.8,12,2.16,56.1
Colorado,Moffat County,91.1,75.1,6.2,13.2,48.9,0.48,81.45,26813.04,53010,2.9,10.1,3.96,36.6
Colorado,Montezuma County,90.1,72.8,6.1,20.1,50.6,0.19,73.09,23830.45,45645,12.6,16.8,4.95,45.2
Colorado,Montrose County,88.8,74.6,5.6,21.8,50.8,0.21,76.22,24012.18,44865,18.4,17.8,4.12,45.2
Colorado,Morgan County,81,67.3,7.2,15.2,50.6,1.54,59.25,24517.56,51456,22,9.3,3.44,36.2
Colorado,Otero County,85.7,66.1,6,19.3,51,0.38,54.49,20416.39,35051,14.9,22.9,4.7,39.9
Colorado,Ouray County,97.8,74.3,2.7,26.4,49.9,0,92.48,35697.63,61333,8.2,10.4,3.74,54.1
Colorado,Park County,96.3,87.9,3.8,18.2,47.5,0.1,89.67,33579.74,61644,7.4,6.6,2.78,50.7
Colorado,Phillips County,89.1,73.3,6.4,17.4,51.1,0.15,77.4,27119.12,50076,6.5,8.1,1.98,37.1
Colorado,Pitkin County,95.4,62.5,4.4,16.6,47,0.76,85.72,54534.17,67755,17.7,7.1,3.35,41.8
Colorado,Prowers County,82.7,66.7,6.7,16.7,50.6,0.24,60.03,22747.48,41740,7.7,18.3,3.22,38.3
Colorado,Pueblo County,88.2,69.9,5.9,17.4,50.8,1.11,52.43,23022.8,42386,66.7,19.8,4.76,39.3
Colorado,Rio Blanco County,91.8,74.1,6,13.7,48.5,0.15,88.35,28075.88,57991,2.1,11.8,5.01,36.9
Colorado,Rio Grande County,83.4,78.9,6.1,18.3,50.3,0.3,52.16,22620.34,38534,13.1,18.1,4.93,42.1
Colorado,Routt County,96.5,74.1,4.2,13.1,46.8,0.4,89.76,35613.83,67472,10,10.7,2.6,40.2
Colorado,Saguache County,80.9,68.3,5.2,19.8,48.9,0,58.25,21918.26,34765,1.9,21,4.87,49
Colorado,San Juan County,95.4,54.3,5.3,17,43.9,0,86.12,27509.42,46397,1.8,3.3,3.55,51.2
Colorado,San Miguel County,93.2,64.3,4.4,11.3,45.7,0.09,86.92,40147.88,62243,5.7,10.5,3.24,41.8
Colorado,Sedgwick County,91.2,72.8,7.2,25,50.7,0.64,82.52,24191.81,49583,4.3,17,2.29,44.1
Colorado,Summit County,94.6,70.5,4.3,11.3,45.1,0.48,81.95,30071.61,73538,46,10.3,2.06,39.1
Colorado,Teller County,94.4,86.9,3.9,19.2,49.1,0.33,89.47,34647.86,66809,41.9,7.5,3.7,50
Colorado,Washington County,91.3,68.3,5,19.3,48.9,0.54,87.75,28403.11,51458,1.9,9.9,2.12,41.6
Colorado,Weld County,87.1,71.7,7.3,11.4,50,0.56,66.41,29162.5,66489,63.4,11.2,3.4,34.4
Colorado,Yuma County,87.1,68.9,7.7,17.6,50.4,0.74,75.67,24119.43,44668,4.2,14.3,2.12,37.8
Connecticut,Fairfield County,90,70.7,5.6,14.9,51.4,5.66,62.84,53121.82,89773,1467.2,8.8,4.86,40.6
Connecticut,Hartford County,89.3,66.5,5.3,16.2,51.7,6.79,62.51,37857.2,69936,1216.2,11.2,5.38,40.4
Connecticut,Litchfield County,91.7,78.7,4.2,19.2,50.9,0.97,89.45,40724.69,76438,206.3,6.8,4.72,47.3
Connecticut,Middlesex County,93.8,75.8,4.3,18.4,51.2,2.57,84.41,44310.92,81673,448.6,7.2,4.45,45.7
Connecticut,New Haven County,89.5,65.3,5.2,16.2,51.9,6.5,64.14,34643.92,64872,1426.7,12.1,5.51,40.3
Connecticut,New London County,91.5,69.7,5,16.7,50.1,2.87,76.18,37578.01,69411,412.2,9.9,5.12,41.4
Connecticut,Tolland County,93.9,76.4,4,14.3,49.5,1.58,85.44,41203.24,81312,372.2,6.5,4.51,37.7
Connecticut,Windham County,88.1,70.8,5,15.2,50.4,1.12,83.51,30299.2,62553,230.9,11.1,5.56,41.2
Delaware,Kent County,86.9,72.9,6.3,15.8,51.9,12.44,62.74,27239.25,57647,276.9,13,4.92,37.7
Delaware,New Castle County,90.4,71.3,5.9,14.2,51.6,12.31,58.54,34261.13,68336,1263.2,11.9,4.43,38.4
Delaware,Sussex County,86.2,80,5.3,25.2,51.2,6.17,74.85,31434.15,57901,210.6,12,4.51,49.6
District of Columbia,District of Columbia,90,43.5,6.5,11.9,52.8,23.87,35.98,50916.67,77649,9856.6,17.4,6.1,34
Florida,Alachua County,92.5,54.9,5.4,12.8,51.6,10.08,62.01,26528.4,45478,282.7,23.3,4.26,31.6
Florida,Baker County,82.1,76.2,5.9,13.6,47.8,6.89,81.9,23060.26,59506,46.3,17.2,4.86,37.7
Florida,Bay County,88.7,66,6.3,16.3,50.5,5.48,77.29,25837.07,50283,222.6,15.4,4.75,39.8
Florida,Bradford County,76.8,77.3,5.2,17.4,43.9,9.6,74.52,21131.03,46106,97,18.8,4.24,39.7
Florida,Brevard County,91.2,76.4,4.7,22.7,51,5.08,75.28,28223.48,51536,535,13.4,5.1,47.3
Florida,Broward County,88.3,69.3,5.8,15.6,51.6,14.19,38.15,28384.48,54895,1444.9,14,4.48,40.4
Florida,Calhoun County,76.9,73.9,4.7,17.7,45.6,6.49,76.87,17093.01,36237,25.8,12.9,5.73,41.6
Florida,Charlotte County,89.4,81.1,3.1,38.3,51.4,2.84,84.44,28366.37,46511,235.2,12,5.31,59.1
Florida,Citrus County,86.6,84.6,3.8,35.5,51.6,1.47,88.62,24463.06,40574,242.8,17.4,6.7,56.5
Florida,Clay County,90.8,78.3,5.6,14.5,51,4.99,74.16,27661.92,61971,315.8,10.4,4.48,39.7
Florida,Collier County,85.7,76.5,4.7,30.2,50.7,3.52,63.63,39800.78,62407,160.9,12.8,4.65,50.8
Florida,Columbia County,86.2,71.5,5.8,17.6,48.2,8.9,73.05,23214.01,43504,84.7,16.8,4.86,40.4
Florida,DeSoto County,70.5,78.5,5.4,20.8,43.4,6.41,55.45,17682.42,35435,54.7,29.9,5.25,40.9
Florida,Dixie County,77.7,81.6,4.7,22.5,46.2,3.57,84.81,21183.91,35910,23.3,23.7,5.43,46.5
Florida,Duval County,88.9,63.1,6.8,13,51.5,14.86,54.09,27626.46,51296,1133.9,16,4.89,36.2
Florida,Escambia County,90,67.4,6.1,15.8,50.6,10.87,64.84,25582.19,47361,453.4,14.6,4.93,37.2
Florida,Flagler County,91,81.1,4.1,28.7,51.9,5.13,74.74,24163.02,51049,197.1,13.3,5.47,51.3
Florida,Franklin County,79.6,65.6,4.8,20.7,42.4,7.03,78.22,27243.91,41267,21.6,20.1,4.31,46.4
Florida,Gadsden County,78.8,70.9,5.9,16,51.2,27.91,32.59,20792.21,39830,89.8,24.4,6.24,40.8
Florida,Gilchrist County,82.6,80.5,5,20.1,47.8,3.01,87.15,22261.29,42934,48.4,19.8,4.99,42.1
Florida,Glades County,74.4,81.2,3.6,25.1,42.2,6.8,60.66,18029.2,37385,16,18,6.21,47.9
Florida,Gulf County,82.5,77.1,4.7,19.1,40.2,8.76,74.47,22575.58,44647,28.1,14.9,4.62,44.9
Florida,Hamilton County,75,74,4.3,16.2,41.1,17.54,54.87,21451.88,36209,28.8,26.6,5.64,40.9
Florida,Hardee County,68.9,74.7,6.6,15.1,46.4,4.04,47.37,17351.53,39063,43.5,24.5,6.61,35.4
Florida,Hendry County,62.9,69.2,7.3,13.1,45.8,5.69,33.53,17753.42,37966,34,25.5,8.49,34
Florida,Hernando County,87,83.4,4.5,27.5,52.2,2.59,79.3,23017.96,44324,365.6,14.3,6.02,49
Florida,Highlands County,83.3,79.9,4.8,34.5,51.1,4.73,68.38,22077.31,36374,97.2,18.7,6.52,53.5
Florida,Hillsborough County,87.8,63.3,6.4,13.5,51.3,8.3,50.28,29035.36,53742,1204.9,15.7,4.4,37.2
Florida,Holmes County,78.2,80.3,4.5,19.2,46.8,3.7,87.11,19235.46,37474,41.6,26.6,5.39,42.7
Florida,Indian River County,87.7,76.8,4.3,30.8,51.6,4.54,75.92,31107.11,49009,274.5,12.7,6,53.5
Florida,Jackson County,78.4,77.2,5,18.1,45.2,13.51,65.54,20224.27,36944,54.2,21.6,5.2,41.7
Florida,Jefferson County,79.8,77.2,4.4,21.2,47.7,17.61,58.22,29274.38,47599,24.7,13.9,5.23,48
Florida,Lafayette County,74.7,80.6,5.8,13.9,38.2,7.86,68.32,20532.72,41512,16.3,17.8,4.31,37.3
Florida,Lake County,87.8,78.7,5,26.1,51.5,5.13,71.1,25194.07,49734,316.6,12.8,4.84,46.9
Florida,Lee County,86.9,74.8,4.8,27,50.9,4.33,68.45,28352.49,52052,788.7,14.9,4.6,48.5
Florida,Leon County,92.6,55.4,5.2,11.9,52.4,15.56,57.18,29203.31,49941,413.1,20.5,4.52,31
Florida,Levy County,81.9,76.3,5,23.5,50.8,4.4,80.26,19727.71,36554,36.5,21.9,5.15,46.9
Florida,Liberty County,79.2,77.5,4.8,13.1,39.1,9.35,74.87,18518.92,36741,10,17.8,5.12,40.7
Florida,Madison County,82.7,73.9,5.3,19.1,47.8,19.56,54.4,18351.64,31816,27.6,31.9,5.24,43.5
Florida,Manatee County,88.5,74.1,5,26,51.6,4.42,71.87,29030.08,53408,434.5,13.4,4.54,48.3
Florida,Marion County,86.5,78.9,5,28,52,6.43,71.28,22701.61,41964,209.1,17.6,5.8,48.7
Florida,Martin County,90,79.5,4.1,29.7,50.5,2.8,78.99,36989.54,55588,269.2,10.9,4.82,52.2
Florida,Miami-Dade County,80.7,58.1,5.8,15.3,51.6,8.98,13.74,23353.4,46338,1315.5,19,5.31,39.9
Florida,Monroe County,91,64.5,4.6,20.6,46.7,3.6,67.29,36905.67,63030,74.3,12.7,3.17,47.7
Florida,Nassau County,90.9,79.4,5.3,20.4,50.7,3.13,87.5,32914.12,64294,113,11.4,4.48,45.3
Florida,Okaloosa County,91.2,67.3,6.7,15.1,49.8,4.89,74.51,30449,59955,194.4,11.5,4,36.9
Florida,Okeechobee County,71.8,76.7,5.8,19.3,46.4,4.22,64.01,18359.5,39059,52,22.3,5.11,41.1
Florida,Orange County,87.6,59.9,6.2,11.1,50.8,10.46,41.61,26636.69,51586,1268.5,16.7,4.33,35.1
Florida,Osceola County,85.7,66.5,6.5,12.5,51,5.58,34.17,18058.33,47343,202.4,17.8,4.94,35.9
Florida,Palm Beach County,87.9,73.6,5.1,23,51.6,9.26,56,34682.24,57256,670.2,13.4,4.68,44.8
Florida,Pasco County,88.2,78.8,5.2,22.3,51.4,2.7,76.43,25886.45,48289,622.2,13.6,5.11,44.5
Florida,Pinellas County,90.4,70.4,4.5,23.4,52,5.11,74.66,30884.72,48968,3347.5,13.7,4.33,48.1
Florida,Polk County,84,72.1,5.9,19.8,51,7.62,60.98,21464.18,45988,334.9,17.3,5.51,40.2
Florida,Putnam County,78.4,77.8,5.7,21.7,50.4,8.14,71.73,18009.06,33619,102.2,27.6,6.34,45.1
Florida,St. Johns County,94.6,77.1,5.1,18.6,51.4,2.55,83.6,38460.45,73640,316.4,9.1,3.77,43.7
Florida,St. Lucie County,85.8,76,5.3,22.8,51.1,9.84,58.59,23333.09,47132,485.7,16.6,5.76,45.1
Florida,Santa Rosa County,90.2,77.6,5.7,14.9,49.5,2.92,82.86,29484.91,62731,149.6,11.3,4.5,39.9
Florida,Sarasota County,92.6,77.4,3.7,34.8,52.3,2.26,83.49,36093.75,55236,682.6,10.5,4.52,56.1
Florida,Seminole County,93.3,71.3,5.3,14.4,51.6,5.77,62.27,29667.39,60739,1367,11.8,4.26,39.2
Florida,Sumter County,90.6,89.3,2,54.2,48,3.78,84.73,34377.07,54771,170.8,9.2,7.14,67.4
Florida,Suwannee County,79.1,76,5.3,19.9,49.6,6.75,75.75,20836.23,40600,60.3,20.4,4.88,43.3
Florida,Taylor County,78.7,85.7,5.1,18.5,44.4,10.73,71.84,20073.79,37188,21.6,16.4,5.38,42
Florida,Union County,74.3,69.5,5.3,14,35.3,11.07,69.88,19571.15,37460,63.8,21.4,4.31,39.3
Florida,Volusia County,89.3,75.9,4.7,23.4,51.1,5.32,72.91,25038.43,43838,449.2,16.1,5.04,46.6
Florida,Wakulla County,87.7,83.6,4.9,13.4,44.8,7.57,79.32,25537.15,57866,50.8,12.6,4.12,40.6
Florida,Walton County,84.9,75.3,6,18.9,48.8,2.44,84.32,31167.22,50619,53,17,4.28,44
Florida,Washington County,79.8,80.2,5.3,17.3,45.5,7.68,77.63,19881.32,36989,42.7,21,5.11,41.5
Georgia,Appling County,76.4,72.6,7.2,16.2,49.8,8.93,69.65,19438.06,37089,36,24.7,6.36,40.3
Georgia,Atkinson County,68,72,7,12.5,49.4,9.02,56.63,17400,33063,24.7,27.4,5.22,36.4
Georgia,Bacon County,80.1,66.4,6.7,14.8,50.5,7.28,73.64,18892.88,38824,42.9,23.2,5.23,36.7
Georgia,Baker County,78.7,66.1,3.9,19,51.5,20.75,52.14,21239.02,43867,10.1,19.5,7.69,46.1
Georgia,Baldwin County,81.6,60.6,4.9,14.4,50.4,20.74,52.86,20622.05,37008,177.3,27.8,6.83,35.5
Georgia,Banks County,75.4,75.9,5.1,16.5,49.5,1.27,88.36,17605.65,42182,79.3,14.3,4.85,41.1
Georgia,Barrow County,82.1,76.7,7.2,11.5,50.7,5.6,72.98,22013.49,56119,432.7,13.2,4.71,35.7
Georgia,Bartow County,81.6,72.4,6.5,13,50.6,5.37,78.25,24429.93,52393,217.9,14.2,5.11,38.1
Georgia,Ben Hill County,81.2,62.4,6.8,15.8,52.1,18.11,56.51,15825.19,32344,70.5,30.4,8.19,39.9
Georgia,Berrien County,80.3,72,5.8,16.4,50.7,5.9,82.32,17636.92,38297,42.7,23.7,6.1,39.6
Georgia,Bibb County,84.3,58.5,7,14.4,52.9,27.11,39.33,23098.83,38183,622.8,26.7,5.94,36.4
Georgia,Bleckley County,85.1,69,5.3,16.9,52.4,13.95,68.85,20515.44,40688,60.5,23,7.9,35.8
Georgia,Brantley County,80.2,85.3,6,15,50.1,1.89,92.65,17397.45,36812,41.6,21.8,6.71,41.1
Georgia,Brooks County,79,74.3,5.6,18.9,51.4,16.92,56.77,20849.39,34890,32.9,23.6,5.23,42
Georgia,Bryan County,90.4,74.2,7,10.1,50.9,7.62,74.27,29387.19,68589,69.3,14.1,4.85,34.6
Georgia,Bulloch County,86.6,55.6,5.6,10.6,50.1,14.32,63.98,22535.34,39305,104.4,30.4,5.71,28.8
Georgia,Burke County,77.3,71.7,7.2,14.1,52,24.55,47.04,18887.41,38707,28.2,29.2,7.7,37.4
Georgia,Butts County,77.2,76.7,5.9,14.7,47.1,14.19,66.59,22962.31,39655,128.3,23.5,5.62,38.6
Georgia,Calhoun County,76,70.6,3.6,14,40.9,30.36,32.49,17140.56,29617,23.9,32.2,5.63,39.6
Georgia,Camden County,91,67.3,7.5,11.7,49.4,9.27,70.11,26364.55,53687,82.4,12.7,5.75,32.8
Georgia,Candler County,75.2,65.9,6,16.7,50.6,11.8,61.23,18237.79,33125,45.3,31.5,4.77,38.7
Georgia,Carroll County,81.2,68,6.4,12.7,51.3,9.4,71.11,23115.5,46844,221.5,18.6,5.99,34.8
Georgia,Catoosa County,85.7,75.7,5.5,16.2,51.5,1.2,91.4,25159.47,54537,394.3,10.8,4.82,40.4
Georgia,Charlton County,80.9,75.9,5.6,14.3,43.7,12.82,62.04,16552.69,43257,15.7,23.1,5.63,41.2
Georgia,Chatham County,89.3,58.7,6.6,14,51.8,19.87,49.08,28621.26,52215,621.7,17.3,5.23,35.6
Georgia,Chattahoochee County,90.2,31.3,8.6,3.7,37.5,9.41,59.1,20921.31,46096,45.3,15,8.25,24.5
Georgia,Chattooga County,72.6,72.1,5.5,16.6,48.1,5.16,83.1,18827.6,35718,83,22.5,6.29,39.4
Georgia,Cherokee County,89.8,80.6,6.2,12.3,50.6,3.31,79.86,33036.88,75477,508.3,9.4,4.25,38.7
Georgia,Clarke County,86.3,45.9,5.5,9.9,52.5,13.67,55.57,21966.8,34557,979.1,34.1,5.5,28
Georgia,Clay County,82.3,71.7,6.7,21.7,54.1,32.14,30.26,13984.82,23315,16.3,41.4,10.4,49.8
Georgia,Clayton County,83.5,59,7.8,8.4,52.1,34.37,11.25,18527.21,44106,1832.5,21.9,6.59,32.5
Georgia,Clinch County,76.4,72.5,8.8,15.2,51.2,13.68,65.7,16956.33,21838,8.5,39.5,6.17,39.9
Georgia,Cobb County,91.2,69.6,6.5,11,51.4,13.57,53.07,36309.77,72004,2026.4,10.9,4.58,36.7
Georgia,Coffee County,78.7,70.1,6.7,13,49.3,14.01,58.59,19131.87,36572,73.7,23.9,5.8,36.3
Georgia,Colquitt County,72.5,61.7,7.2,14.2,50.4,11.35,56.5,17131.14,34503,83.6,25.4,5.24,36.8
Georgia,Columbia County,91.9,80.9,6.4,12.3,51.4,8.26,70.14,29556.87,74162,427.6,8.6,4.64,36.9
Georgia,Cook County,76.3,72.7,6.6,15.1,51.4,13.63,64.93,16662.28,35539,75.8,24.2,5.4,37.3
Georgia,Coweta County,88.6,75.8,6.3,12.8,51.1,8.78,71.55,31064.34,67570,288.8,11.6,4.96,39
Georgia,Crawford County,80.6,80.9,5.3,17,49.5,11.65,73.5,21481.08,41032,38.9,18.1,5.88,44.4
Georgia,Crisp County,79.6,58.5,6.6,16.9,52.1,21.58,50.61,19840.07,33194,86,31.2,6.02,38.5
Georgia,Dade County,80.1,79.8,4.8,17.7,50.7,0.35,93.81,24217.89,43163,95.6,17.5,5.03,42.6
Georgia,Dawson County,86.4,78.9,5.6,19.1,50,0.59,92.78,31578.23,62284,105.9,11.8,4.66,43.6
Georgia,Decatur County,79.5,65.9,6.7,15.6,51.1,21.06,50.86,20284.8,36934,46.6,24.1,6.63,37.8
Georgia,DeKalb County,88.6,58.6,7.2,11.1,52.1,26.99,29.05,31113.26,55876,2585.7,17.6,5.38,35.8
Georgia,Dodge County,81.5,71.1,5.3,16.3,47.5,13.89,65.27,19765.7,35290,44,22.2,7.25,41.8
Georgia,Dooly County,74.6,66.9,3.9,17.5,46,24.86,42.56,18881.86,33389,38.1,23.2,5.77,43.2
Georgia,Dougherty County,82.2,48.5,7,14.2,53.5,34.28,26.2,20245.02,34541,287.7,30.5,6.83,35.6
Georgia,Douglas County,88.2,71.5,6.4,10.7,51.8,22.48,43.38,24947.04,59333,661.8,14.2,5.54,36.5
Georgia,Early County,79.8,66.3,6.4,18.5,52.8,25.48,46.05,17491.34,29493,21.5,27.5,6.86,39.9
Georgia,Echols County,67,70.8,5.3,10.9,49.4,1.35,65.02,18622.47,34315,9.7,28.2,4.3,40.6
Georgia,Effingham County,86.2,74.5,6.8,11,50.2,6.67,79.26,26132.41,64279,109.4,9.6,4.81,36
Georgia,Elbert County,78.5,71.1,6,19.3,52.1,15.27,63.46,20629.67,35207,57.4,22.4,6.46,42.6
Georgia,Emanuel County,77.8,67.1,6.7,15.3,51.2,17.14,59.45,18086.1,33089,33.2,29.2,7.71,36.9
Georgia,Evans County,77.1,69.6,7.4,15.9,51,15.11,56.49,21635.29,38736,60.2,26,4.9,37.6
Georgia,Fannin County,83,80.7,4,27,51.2,0.11,95.29,24003.77,43344,61.2,15.8,5.33,52.1
Georgia,Fayette County,94.6,84.5,4.4,16.5,51.7,10.58,64.14,39271.48,84861,548.3,6.3,4.7,43.4
Georgia,Floyd County,79.7,67.1,6.2,15.9,51.6,7.24,71.39,24106.92,46096,188.9,18.1,5.99,38.3
Georgia,Forsyth County,92.2,86.8,6.3,11.1,50.3,1.47,74.9,39356.52,96445,783.5,6.5,4.16,38.5
Georgia,Franklin County,76.5,71.9,6.1,19,50.6,4.89,83.94,19579.69,39246,84.5,25.4,5.23,41.2
Georgia,Fulton County,91.3,56,6.2,10.8,51.3,22.07,39.92,40402.41,61336,1748,16,5.37,35.5
Georgia,Gilmer County,80.3,70.8,5.4,22.5,50,0.87,85.54,23203.91,46211,66.3,18.8,5.66,47.2
Georgia,Glascock County,78.5,71.9,4.7,17,51.8,4.41,87.38,19369.37,45273,21.4,11.5,5.99,42.7
Georgia,Glynn County,87.6,64.5,6,18.2,52.5,12.92,63.76,28631.17,47546,189.7,19.2,5.29,41.6
